"text"|"favorited"|"favoriteCount"|"replyToSN"|"created"|"truncated"|"replyToSID"|"id"|"replyToUID"|"statusSource"|"screenName"|"retweetCount"|"isRetweet"|"retweeted"|"longitude"|"latitude"|"location"|"language"|"profileImageURL"
"RT @BenjaminRoblesM: ¡Un voto para el @PTMexicoNal es un voto para @lopezobrador_! Y para un servidor como diputado federal del Distrito 8…"|FALSE|0|NA|2018-04-19 20:10:35|FALSE|NA|"987060913651044354"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"AurelioConde_"|4|TRUE|FALSE|NA|NA|"Villa de Zaachila, Oaxaca"|"es"|"http://pbs.twimg.com/profile_images/696359908279656448/AnlgTPct_normal.jpg"
"@Pajaropolitico @lopezobrador_ @aurelionuno @VerificadoMX Tan FALSO como aurelio"|FALSE|0|"Pajaropolitico"|2018-04-19 20:10:35|FALSE|"987048202242347008"|"987060913135063041"|"84613584"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"kurogane6333"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/895464808761487360/__uXCmM8_normal.jpg"
"RT @Milenio: #Elecciones2018 @lopezobrador_ contrató avioneta con empresa no validada por #INE https://t.co/cCvElnTk5I https://t.co/RNjgbp…"|FALSE|0|NA|2018-04-19 20:10:34|FALSE|NA|"987060911000178688"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"TuMueco5"|42|TRUE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/959283769285857281/gOQvVPYO_normal.jpg"
"RT @tatclouthier: La Paz y la tranquilidad son fruto de la justicia; x ello nunca mas la espalda a lo jóvenes; y vamos a conseguir La Paz c…"|FALSE|0|NA|2018-04-19 20:10:34|FALSE|NA|"987060909674659840"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"SapisimoG"|512|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/461687763469729792/vPvLZ6NR_normal.jpeg"
"RT @lopezdoriga: Exige @EnriqueOchoaR a la autoridad investigar a fondo el uso ilegal de una avioneta privada por parte de @lopezobrador_…"|FALSE|0|NA|2018-04-19 20:10:34|FALSE|NA|"987060908731101185"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"AnahiDelAngel7"|5|TRUE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/984298693196042240/91ga8mlW_normal.jpg"
"RT @olitadealtamar: Yo soy un Feto. Quiero ser ingeniero egresado del #ITAM. Tengo 7 semanas y como la mayoría de los fetos en este país es…"|FALSE|0|NA|2018-04-19 20:10:33|FALSE|NA|"987060907896332288"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"soraths"|244|TRUE|FALSE|NA|NA|"Mexico"|"es"|"http://pbs.twimg.com/profile_images/641280390/041120081073_normal.jpg"
"RT @leon_alvarez: @untalrenteria @DgoRET83 @FedericoArreola @lopezobrador_ Propuestas de la Coalición \"PAN-PRD-MC\" no es solo de \"Anaya\"..."|FALSE|0|NA|2018-04-19 20:10:31|FALSE|NA|"987060896512991232"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"untalrenteria"|1|TRUE|FALSE|NA|NA|" Durangolandia"|"es"|"http://pbs.twimg.com/profile_images/825480478266314752/_gD86gDy_normal.jpg"
"RT @AdrixRasklniko1: Mi hijo también creé en ti @lopezobrador_  y sabemos que lo harás bien <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @tatclouthier @yeidckol #UniversitariosConAM…"|FALSE|0|NA|2018-04-19 20:10:30|FALSE|NA|"987060893551767552"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"AlEx120113"|289|TRUE|FALSE|NA|NA|"Manzanillo, Colima."|"es"|"http://pbs.twimg.com/profile_images/923894105725460481/VLgjYZqa_normal.jpg"
"RT @LobosinDestino: Comparto esta imagen de lo que hacen los bots de @lopezobrador_ .    .  Así o mas claro para el demente y  sus lamesuel…"|FALSE|0|NA|2018-04-19 20:10:30|FALSE|NA|"987060892155039744"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"ChifoskaMoska"|1|TRUE|FALSE|NA|NA|"Activista Antitaurina"|"es"|"http://pbs.twimg.com/profile_images/1647112634/moska_normal.jpg"
"RT @BenjaminRoblesM: #AMLOPT #AMLOPresidente El único candidato que garantiza un verdadero combate a la corrupción y a la impunidad es @lop…"|FALSE|0|NA|2018-04-19 20:10:29|FALSE|NA|"987060891664420864"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"AurelioConde_"|4|TRUE|FALSE|NA|NA|"Villa de Zaachila, Oaxaca"|"es"|"http://pbs.twimg.com/profile_images/696359908279656448/AnlgTPct_normal.jpg"
"RT @JuanAlberto3035: Si @lopezobrador_ quiere volar en avioneta privada diciendo que se trata de un servicio de taxi, como le diría a Carlo…"|FALSE|0|NA|2018-04-19 20:10:29|FALSE|NA|"987060888741076997"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"SerchCortes76"|1|TRUE|FALSE|NA|NA|""|"es"|"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"@German09114898 @joseluismp8 @MarcoAn98190091 @ponchov90 @lumendoz @lopezobrador_ Sí, de acuerdo, pero también debe… https://t.co/vpGwwPlze4"|FALSE|0|"German09114898"|2018-04-19 20:10:28|TRUE|"987056311996166145"|"987060885322715136"|"938280321346392064"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"lucasmend0za"|0|FALSE|FALSE|NA|NA|""|"es"|"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"RT @Luis__M0ra: @EggWithCharal @AgenteRusoMalo @SoyManuelVega @marian752009 @Jucardicre @Nahual69resucit @HectorArellan0T @emarthaaide @Tro…"|FALSE|0|NA|2018-04-19 20:10:27|FALSE|NA|"987060883162615811"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"LeonSergeri"|3|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/891788514702053377/hceKSA1B_normal.jpg"
"RT @EggWithCharal: @SoyManuelVega @marian752009 @Jucardicre @Nahual69resucit @HectorArellan0T @emarthaaide @Trolmalpagado @Jorgendrades @so…"|FALSE|0|NA|2018-04-19 20:10:27|FALSE|NA|"987060881979736064"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"8e7500256281465"|60|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/901194346892058624/vjfZsHSh_normal.jpg"
"RT @epigmenioibarra: Pregunto a @RicardoAnayaC @JoseAMeadeK y @Mzavalagc: Que harían sin @lopezobrador_ ? En sus spots, en sus apariciones…"|FALSE|0|NA|2018-04-19 20:10:26|FALSE|NA|"987060877844197382"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"fravieso"|482|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/945742653227806720/oC6L3Hbp_normal.jpg"
"@emarthaaide @carlosnajarraba @tatclouthier @LeonardoCurzio @lopezobrador_ @VIPeopleClub @LuzMariaChavez1 @adiazpi… https://t.co/QLbWvSJBcu"|FALSE|0|"emarthaaide"|2018-04-19 20:10:25|TRUE|"986421664169844736"|"987060871636668420"|"892081753992577026"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Bagdad72"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/983385473757339648/sCr5i7v1_normal.jpg"
"RT @misskatsuragi: La cuenta de Leo García no nada más exhibía bots de #Morena o de México... pero hasta que exhibió al “pueblo bueno” de @…"|FALSE|0|NA|2018-04-19 20:10:23|FALSE|NA|"987060863256485889"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Beaglesyeah"|164|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/476846304698855425/kFt0wveY_normal.jpeg"
"RT @Ciudadano_Vik: @MarianaGonglez @padresolalinde @LaCrossno @lopezobrador_ No desde que tu presidente Peñadejo modificó esa ley... ¡Pero…"|FALSE|0|NA|2018-04-19 20:10:23|FALSE|NA|"987060863013027845"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"lauramsrz"|1|TRUE|FALSE|NA|NA|"Tlalpan, Distrito Federal"|"es"|"http://pbs.twimg.com/profile_images/788200171410554880/Xy2gswkA_normal.jpg"
"RT @AdrixRasklniko1: Mi hijo también creé en ti @lopezobrador_  y sabemos que lo harás bien <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @tatclouthier @yeidckol #UniversitariosConAM…"|FALSE|0|NA|2018-04-19 20:10:22|FALSE|NA|"987060861817663488"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Filifu_AM"|289|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/2392315351/mmpotkk8u17w775d6kxw_normal.jpeg"
"RT @misskatsuragi: La cuenta de Leo García no nada más exhibía bots de #Morena o de México... pero hasta que exhibió al “pueblo bueno” de @…"|FALSE|0|NA|2018-04-19 20:10:22|FALSE|NA|"987060859577958400"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"pattybv"|164|TRUE|FALSE|NA|NA|"mexico"|"es"|"http://pbs.twimg.com/profile_images/109978090/geiger1_normal.jpg"
"@lopezdoriga @EnriqueOchoaR @lopezobrador_ @Radio_Formula Y lo de la Casa Blanca no? Lo de la estafa maestra tampoco?"|FALSE|0|"lopezdoriga"|2018-04-19 20:10:21|FALSE|"987060604702810112"|"987060856063012864"|"236636515"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"juliomo86937095"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/944638122721124352/VvytLfHA_normal.jpg"
"@lopezobrador_ y su horda de manipuladores, falsificadores fueron desenmascarados, ¿que mas se podía esperar? https://t.co/3MYtGOM6dI"|FALSE|0|"lopezobrador_"|2018-04-19 20:10:19|FALSE|NA|"987060848077234176"|"82119937"|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"letymaldo"|0|FALSE|FALSE|NA|NA|"mexico"|"es"|"http://pbs.twimg.com/profile_images/985536169638166529/8DxbxNiF_normal.jpg"
"RT @BenjaminRoblesM: Si algo quieren hacer ustedes para contribuir a que su vida sea mejor, que su vida tenga una oportunidad distinta, es…"|FALSE|0|NA|2018-04-19 20:10:17|FALSE|NA|"987060838556164101"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"AurelioConde_"|4|TRUE|FALSE|NA|NA|"Villa de Zaachila, Oaxaca"|"es"|"http://pbs.twimg.com/profile_images/696359908279656448/AnlgTPct_normal.jpg"
"RT @BuzzFeedNewsMex: BTW, debido a las múltiples solicitudes de analizar el TT #UniversitariosConAMLO encontramos un comportamiento orgánic…"|FALSE|0|NA|2018-04-19 20:10:14|FALSE|NA|"987060828263370757"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Chrisella80"|59|TRUE|FALSE|NA|NA|"Tabasco, México"|"es"|"http://pbs.twimg.com/profile_images/985867701154467841/ny0xMtLC_normal.jpg"
"RT @FedericoArreola: La película de sembrar miedo contra @lopezobrador_ ya la vi: termina de la rechingada. Dejen de calumniar a AMLO, no d…"|FALSE|0|NA|2018-04-19 20:10:14|FALSE|NA|"987060827042742273"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"juanc_martinezv"|301|TRUE|FALSE|NA|NA|"México DF"|"es"|"http://pbs.twimg.com/profile_images/955296139699343361/zS33oJK0_normal.jpg"
"@trejo_sirvent @econokafka @JALNAC @lopezobrador_ Los otros no lo han hecho xq no han querido y/o piensan q no lo necesitan. Así de simple."|FALSE|0|"trejo_sirvent"|2018-04-19 20:10:14|FALSE|"987031903508279296"|"987060826870710272"|"78706007"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Memolp00"|0|FALSE|FALSE|NA|NA|"Montes de Oca"|"es"|"http://pbs.twimg.com/profile_images/702252660922056704/74dkGx_p_normal.jpg"
"RT @NaranjoBlack: Lo q quieren @lopezobrador_  @yeidckol y esa bola de ratas de morena! Las cosas pueden no estar lo bien q quisieramos per…"|FALSE|0|NA|2018-04-19 20:10:13|FALSE|NA|"987060824639463424"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"pedrojlopeza"|27|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/378800000833369915/43d475565383cc3880b577ac90fa4c70_normal.jpeg"
"RT @lopezdoriga: Anuncia Alfonso Romo con @lopezdoriga que @lopezobrador_ no va a congelar los precios de los combustibles. @Radio_Formula…"|FALSE|0|NA|2018-04-19 20:10:13|FALSE|NA|"987060821908905985"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"jorghegj"|20|TRUE|FALSE|NA|NA|"México "|"es"|"http://pbs.twimg.com/profile_images/979825276245876736/rvCPU6rT_normal.jpg"
"RT @temotizox: Así el evento de Anaya en Cibeles, ya con el candidato presente. Muy fufurufo, pero le falta un resto de barrio. @RicardoAn…"|FALSE|0|NA|2018-04-19 20:10:10|FALSE|NA|"987060811888644096"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"betocabcam"|15|TRUE|FALSE|NA|NA|"México D.F."|"es"|"http://pbs.twimg.com/profile_images/879076163020259329/CTBxgbiQ_normal.jpg"
"RT @LillyTellez: La foto del evento de @lopezobrador_  en Ciudad Obregón se convierte en la pesadilla del PRI. Dicen que es photoshop. Nom…"|FALSE|0|NA|2018-04-19 20:10:10|FALSE|NA|"987060809850335233"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"drenriquemagro"|842|TRUE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/2854356059/696b4fdd6dee18d8ed6105ca351e3d46_normal.png"
"RT @FedericoArreola: La película de sembrar miedo contra @lopezobrador_ ya la vi: termina de la rechingada. Dejen de calumniar a AMLO, no d…"|FALSE|0|NA|2018-04-19 20:10:10|FALSE|NA|"987060809611251712"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"artsanti2011"|301|TRUE|FALSE|NA|NA|""|"es"|"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"RT @yeidckol: El compromiso, la congruencia de principios y la honestidad probada de @lopezobrador_ lo han colocado, por el pueblo de Méxic…"|FALSE|0|NA|2018-04-19 20:10:09|FALSE|NA|"987060806813716480"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Conde229"|427|TRUE|FALSE|NA|NA|"DF Mexico"|"es"|"http://pbs.twimg.com/profile_images/870029320193847296/xot8T-Sg_normal.jpg"
"Censuran en Twitter a Leo García, quien exhibió a bots y troles que promovieron el el #UniversitariosCon AMLO, una… https://t.co/iwVfhIzO5t"|FALSE|0|NA|2018-04-19 20:10:07|TRUE|NA|"987060799117152256"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"EOvando"|0|FALSE|FALSE|NA|NA|"Ciudad de México"|"es"|"http://pbs.twimg.com/profile_images/529681926504714240/oZZ0ssgt_normal.jpeg"
"@lopezdoriga @yeidckol @lopezobrador_ @Radio_Formula Exacto"|FALSE|0|"lopezdoriga"|2018-04-19 20:10:07|FALSE|"987058361781940224"|"987060796629897217"|"236636515"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"luismedinalizal"|0|FALSE|FALSE|NA|NA|"Zacatecas México"|"es"|"http://pbs.twimg.com/profile_images/614987101054959616/I7lxNEy6_normal.jpg"
"RT @Lobointhedesert: .@lopezobrador_ en Navojoa. Vamos a rescatar al campo en México. #JuntosHaremosHistoria #SonoraTeNecesita https://t.co…"|FALSE|0|NA|2018-04-19 20:10:06|FALSE|NA|"987060793605873665"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"bycome"|20|TRUE|FALSE|NA|NA|"Amphoe Su-ngai Kolok"|"es"|"http://pbs.twimg.com/profile_images/965147539388469250/OoEiJdEN_normal.jpg"
"@EliasIsquierdo @arbolitodechoco @LillyTellez @lopezobrador_ Subirlo de las patillas, muy pero muy lentamente. Jajajajaja"|FALSE|0|"EliasIsquierdo"|2018-04-19 20:10:05|FALSE|"987042176227045379"|"987060789591924736"|"1043772158"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Jmg_serna"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/822189878628810752/avVPaRdR_normal.jpg"
"RT @misskatsuragi: La cuenta de Leo García no nada más exhibía bots de #Morena o de México... pero hasta que exhibió al “pueblo bueno” de @…"|FALSE|0|NA|2018-04-19 20:10:04|FALSE|NA|"987060785649209349"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Jan_Herzog"|164|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/906229339833991169/trVhYvvS_normal.jpg"
"@JaimeRdzNL #SubeteAlVolanteConElEscorpion @Mzavalagc @JaimeRdzNL @JoseAMeadeK @lopezobrador_ @RicardoAnayaC S… https://t.co/IrD0r0jpTf"|FALSE|0|"JaimeRdzNL"|2018-04-19 20:10:03|TRUE|"987060478256988160"|"987060782180552704"|"1342520820"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"emosoriob"|0|FALSE|FALSE|NA|NA|"México"|"es"|"http://pbs.twimg.com/profile_images/933756854018236417/Gi0xFVJ6_normal.jpg"
"RT @epigmenioibarra: Haga Ud un experimento: Quite a @JoseAMeadeK @RicardoAnayaC @Mzavalagc todo lo que dicen de @lopezobrador_ . Sus ataq…"|FALSE|0|NA|2018-04-19 20:10:02|FALSE|NA|"987060776669073408"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"juansparrow"|352|TRUE|FALSE|NA|NA|"mexico df"|"es"|"http://pbs.twimg.com/profile_images/986902287619473410/EjCLKo_t_normal.jpg"
"RT @epigmenioibarra: Pregunto a @RicardoAnayaC @JoseAMeadeK y @Mzavalagc: Que harían sin @lopezobrador_ ? En sus spots, en sus apariciones…"|FALSE|0|NA|2018-04-19 20:10:00|FALSE|NA|"987060768494444544"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"gorkiii"|482|TRUE|FALSE|NA|NA|"Siberia"|"es"|"http://pbs.twimg.com/profile_images/575887076169682946/VaExcx36_normal.jpeg" "63"|"Piden '#ficharoja' para cuñada de @lopezobrador_ , ex funcionaria de #javierduarte https://t.co/ZCdeFTef68 https://t.co/c5S21pZUzU"|FALSE|0|NA|2018-04-19 20:10:00|FALSE|NA|"987060768158961669"|NA|"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"|"vanguardiamx"|0|FALSE|FALSE|NA|NA|"Saltillo, Coahuila"|"es"|"http://pbs.twimg.com/profile_images/950456473439498240/w78OctGT_normal.jpg"
"#Elecciones2018 López Obrador [ @lopezobrador_ ] ha explicado que los eventos interfieren con su itinerario de ca… https://t.co/INXjS8bQhi"|FALSE|0|NA|2018-04-19 20:10:00|TRUE|NA|"987060767475228673"|NA|"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"|"elsolde_mexico"|0|FALSE|FALSE|NA|NA|"Ciudad de México"|"es"|"http://pbs.twimg.com/profile_images/950176043976900608/MolQimDl_normal.jpg"
"RT @Navegaciones: ¿Mucha histeria con el taxi aéreo que abordó @lopezobrador? ¿Y qué les parece este jet de la Fuerza Aérea Mexicana con @J…"|FALSE|0|NA|2018-04-19 20:10:00|FALSE|NA|"987060766774706176"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"IsaMar45031251"|1029|TRUE|FALSE|NA|NA|""|"en"|"http://pbs.twimg.com/profile_images/966173351751270400/KIIKRZtG_normal.jpg"
"RT @fantasmasuarez: Si fuera asesor  para el  \"debate\"  sugeriría:A @JoseAMeadeK que se autocritico con el partido que lo postulo y gobier…"|FALSE|0|NA|2018-04-19 20:09:59|FALSE|NA|"987060763012497409"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"El_Tiricias"|88|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/983797612846485504/7yBeJnML_normal.jpg"
"RT @tatclouthier: Poder es llevar el amor al prójimo lo que significa nuestra responsabilidad: buscar el cambio en beneficio de los demás:…"|FALSE|0|NA|2018-04-19 20:09:59|FALSE|NA|"987060762786091008"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"calupse"|1221|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/490122564186812416/n6lQYVVG_normal.jpeg"
"RT @Tezcatlipunk: Soy doctorante en conservación y aprovechamiento de recursos  naturales del #IPN y voy a votar por @lopezobrador_ #Univer…"|FALSE|0|NA|2018-04-19 20:09:58|FALSE|NA|"987060758889496576"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"fravieso"|1900|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/945742653227806720/oC6L3Hbp_normal.jpg"
"@VicenteFoxQue @asugsvsummit @lopezobrador_ Ya callateeeee chachalaca Fox,ya nos tienes hartos maldito metiche"|FALSE|0|"VicenteFoxQue"|2018-04-19 20:09:56|FALSE|"986693486324875264"|"987060750945538048"|"166669818"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Pedro151790"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/986682691075624960/DPBdCZnc_normal.jpg"
"RT @lopezdoriga: Exige @EnriqueOchoaR a la autoridad investigar a fondo el uso ilegal de una avioneta privada por parte de @lopezobrador_…"|FALSE|0|NA|2018-04-19 20:09:55|FALSE|NA|"987060745639743488"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Osigati19gmail1"|5|TRUE|FALSE|NA|NA|"Chimalhuacán, México"|"es"|"http://pbs.twimg.com/profile_images/967603348877774848/1IzFuQWB_normal.jpg"
"#ReactivenALeoGarciaMx ! Eres un bastardo censurador @lopezobrador_ ! Si así es ahorita ? Se imaginan? Uffff #FelizJueves! Urge RT !!!"|FALSE|0|NA|2018-04-19 20:09:54|FALSE|NA|"987060743936925697"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Jan_Herzog"|1|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/906229339833991169/trVhYvvS_normal.jpg"
"RT @FedericoArreola: La película de sembrar miedo contra @lopezobrador_ ya la vi: termina de la rechingada. Dejen de calumniar a AMLO, no d…"|FALSE|0|NA|2018-04-19 20:09:54|FALSE|NA|"987060742510723072"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"jrromalle"|301|TRUE|FALSE|NA|NA|"El universo visible"|"es"|"http://pbs.twimg.com/profile_images/946829845643841536/VAU31t9C_normal.jpg"
"RT @epigmenioibarra: Pregunto a @RicardoAnayaC @JoseAMeadeK y @Mzavalagc: Que harían sin @lopezobrador_ ? En sus spots, en sus apariciones…"|FALSE|0|NA|2018-04-19 20:09:52|FALSE|NA|"987060734113734656"|NA|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"karengreerv"|482|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/378800000411108573/cdbb3763649dc763e28d29f2c3cbf358_normal.jpeg"
"RT @AdrixRasklniko1: Mi hijo también creé en ti @lopezobrador_  y sabemos que lo harás bien <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @tatclouthier @yeidckol #UniversitariosConAM…"|FALSE|0|NA|2018-04-19 20:09:50|FALSE|NA|"987060725339205634"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Goku5ayayin"|288|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/983224591702110208/Vs71F0P6_normal.jpg"
"RT @BibiMonteroDR: @lopezobrador_ Ningún debate podrá cambiar mi opinión, ningún misil podrá disuadirme de votar por el único candidato del…"|FALSE|0|NA|2018-04-19 20:09:49|FALSE|NA|"987060723539902465"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"montielfo"|50|TRUE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/378800000559352690/5de4a45fa0be1c492aa81aa79a5bd0bb_normal.png"
"@sofimenem @HectorArellan0T @cervantesrb @DrDrextel @JAIRCITO81 @Luis__M0ra @AgenteRusoMalo @EggWithCharal… https://t.co/D6cGKR2hPd"|FALSE|0|"sofimenem"|2018-04-19 20:09:49|TRUE|"987051919846854656"|"987060720700243968"|"956947572102451202"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"TKazynz"|0|FALSE|FALSE|NA|NA|"Ciudad del Mundo"|"es"|"http://pbs.twimg.com/profile_images/954585431496101888/xht6Pdb6_normal.jpg"
"@jrisco @Mitofsky_group @RoyCampos Habría que preguntarle a @leogarciamx qué dicen los análisis en #RedesSociales!… https://t.co/ltto9ytgtA"|FALSE|0|"jrisco"|2018-04-19 20:09:48|TRUE|"986826624124489730"|"987060718611640320"|"8044452"|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Inglorious_v1C"|0|FALSE|FALSE|NA|NA|""|"es"|"http://pbs.twimg.com/profile_images/3161753609/a4e719ead214c8af7e6888e26b3be45f_normal.jpeg"
"@MOISESV91215419 @lopezdoriga Y que delito quieres reportar al INE ?? Ese es un Jet de la FAM es de cuando… https://t.co/T3xgM9WKBv"|FALSE|0|"MOISESV91215419"|2018-04-19 20:09:48|TRUE|"986951299085324288"|"987060718502465536"|"944095927769468929"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"A_alguien_oax"|0|FALSE|FALSE|NA|NA|"Oaxaca, Mexico"|"es"|"http://pbs.twimg.com/profile_images/537998470456815616/Eh-d7fQ9_normal.jpeg"
